,i,j,t
98477,205,252,7088
98478,112,205,7088
98479,106,112,7088
98480,73,111,7088
98481,42,250,7089
98482,104,201,7089
98483,106,112,7089
98484,104,108,7089
98485,100,106,7090
98486,290,317,7090
98487,106,112,7090
98488,7,186,7090
98489,205,252,7090
98490,45,116,7090
98491,290,306,7090
98492,104,108,7090
98493,104,201,7090
98494,44,50,7091
98495,45,116,7091
98496,7,186,7091
98497,293,294,7091
98498,110,172,7091
98499,85,252,7091
98500,205,252,7091
98501,106,112,7092
98502,7,186,7092
98503,106,252,7092
98504,42,250,7092
98505,112,205,7092
98506,104,201,7092
98507,44,50,7092
98508,290,317,7093
98509,7,219,7093
98510,104,108,7093
98511,42,250,7093
98512,104,201,7093
98513,141,268,7093
98514,106,243,7093
98515,85,252,7093
98516,205,252,7094
98517,110,172,7094
98518,106,243,7094
98519,42,250,7094
98520,106,112,7094
98521,34,178,7094
98522,106,243,7095
98523,7,186,7096
98524,7,185,7096
98525,110,172,7096
98526,100,137,7096
98527,104,201,7096
98528,104,201,7097
98529,100,137,7097
98530,212,280,7097
98531,45,116,7097
98532,299,306,7097
98533,201,275,7097
98534,44,50,7097
98535,106,112,7098
98536,104,201,7098
98537,293,295,7098
98538,7,186,7098
98539,100,137,7099
98540,110,172,7099
98541,138,305,7099
98542,104,201,7099
98543,34,178,7099
98544,7,186,7099
98545,44,50,7099
98546,243,273,7100
98547,104,201,7100
98548,136,212,7100
98549,290,317,7100
98550,196,259,7100
98551,110,172,7100
98552,138,305,7100
98553,125,177,7100
98554,34,178,7100
98555,290,306,7100
98556,161,177,7100
98557,7,186,7100
98558,44,50,7101
98559,7,186,7101
98560,64,106,7101
98561,138,305,7101
98562,136,151,7102
98563,44,50,7102
98564,290,317,7102
98565,138,305,7102
98566,299,306,7102
98567,67,236,7102
98568,104,108,7102
98569,45,116,7102
98570,104,201,7102
98571,73,111,7103
98572,44,50,7103
98573,104,201,7103
98574,67,236,7103
98575,100,137,7103
98576,106,112,7103
98577,243,273,7103
98578,290,317,7104
98579,106,112,7104
98580,299,306,7104
98581,67,236,7104
98582,136,212,7104
98583,104,201,7104
98584,112,243,7105
98585,243,273,7105
98586,7,186,7105
98587,44,50,7105
98588,100,137,7105
98589,100,137,7106
98590,7,185,7106
98591,125,270,7106
98592,7,186,7106
98593,293,294,7106
98594,47,283,7107
98595,7,186,7107
98596,104,201,7107
98597,243,273,7108
98598,136,212,7108
98599,7,186,7108
98600,112,243,7108
98601,34,178,7108
98602,243,273,7109
98603,45,116,7109
98604,34,178,7109
98605,104,201,7109
98606,136,212,7109
98607,138,186,7110
98608,201,275,7110
98609,104,201,7110
98610,106,112,7110
98611,104,108,7110
98612,7,186,7110
98613,45,116,7110
98614,293,294,7111
98615,67,236,7111
98616,138,186,7111
98617,290,317,7111
98618,7,186,7111
98619,243,273,7112
98620,201,275,7112
98621,104,201,7112
98622,7,186,7112
98623,290,317,7112
98624,290,317,7113
98625,104,201,7113
98626,67,236,7113
98627,243,273,7113
98628,85,106,7113
98629,7,138,7113
98630,136,212,7113
98631,138,186,7114
98632,104,108,7114
98633,67,236,7114
98634,290,317,7114
98635,243,273,7114
98636,7,138,7114
98637,138,186,7115
98638,136,212,7115
98639,290,317,7115
98640,67,236,7116
98641,290,306,7116
98642,290,317,7116
98643,7,138,7116
98644,299,306,7117
98645,45,116,7118
98646,299,306,7118
98647,290,317,7118
98648,196,259,7118
98649,7,186,7118
98650,290,306,7118
98651,290,317,7119
98652,196,259,7119
98653,7,186,7119
98654,104,201,7119
98655,243,273,7119
98656,243,273,7120
98657,196,259,7120
98658,45,88,7120
98659,45,116,7120
98660,7,186,7120
98661,7,186,7121
98662,290,317,7121
98663,82,242,7121
98664,45,116,7121
98665,100,137,7121
98666,112,243,7122
98667,104,201,7122
98668,290,306,7122
98669,112,243,7123
98670,5,82,7123
98671,290,317,7123
98672,104,201,7123
98673,7,185,7123
98674,7,186,7123
98675,243,273,7123
98676,7,219,7123
98677,67,236,7124
98678,7,219,7124
98679,196,259,7124
98680,290,306,7124
98681,44,158,7125
98682,196,259,7125
98683,243,273,7125
98684,7,186,7125
98685,22,232,7125
98686,67,236,7125
98687,136,138,7126
98688,290,317,7126
98689,196,259,7126
98690,106,112,7126
98691,196,259,7127
98692,45,116,7127
98693,5,82,7127
98694,138,219,7127
98695,13,84,7127
98696,290,317,7127
98697,290,317,7128
98698,210,259,7128
98699,16,200,7128
98700,138,219,7128
98701,39,302,7128
98702,243,273,7128
98703,13,84,7128
98704,106,112,7129
98705,290,306,7129
98706,73,111,7129
98707,136,151,7129
98708,243,273,7129
98709,111,267,7129
98710,13,84,7129
98711,290,317,7130
98712,44,158,7130
98713,136,151,7130
98714,210,259,7130
98715,243,273,7130
98716,47,283,7131
98717,210,259,7131
98718,136,186,7131
98719,104,201,7131
98720,88,116,7131
98721,290,306,7131
98722,106,112,7131
98723,44,158,7131
98724,290,317,7131
98725,243,273,7131
98726,44,158,7132
98727,88,116,7132
98728,210,259,7132
98729,201,275,7132
98730,290,306,7132
98731,136,212,7132
98732,138,219,7132
98733,88,116,7133
98734,136,280,7133
98735,290,317,7133
98736,151,280,7134
98737,201,275,7134
98738,45,116,7134
98739,112,243,7134
98740,186,219,7135
98741,50,158,7135
98742,4,122,7135
98743,104,201,7135
98744,151,212,7136
98745,45,116,7136
98746,44,50,7136
98747,243,273,7136
98748,290,317,7137
98749,50,158,7137
98750,104,201,7137
98751,44,158,7137
98752,186,219,7137
98753,243,273,7137
98754,112,243,7137
98755,112,243,7138
98756,104,201,7138
98757,290,317,7138
98758,201,275,7138
98759,44,158,7138
98760,243,273,7138
98761,19,178,7138
98762,50,158,7138
98763,88,116,7138
98764,186,219,7139
98765,44,158,7139
98766,34,178,7139
98767,299,306,7139
98768,50,158,7139
98769,50,158,7140
98770,299,306,7140
98771,104,201,7140
98772,290,317,7140
98773,112,243,7140
98774,4,162,7140
98775,44,158,7140
98776,5,82,7141
98777,290,317,7141
98778,74,200,7141
98779,39,307,7141
98780,112,243,7141
98781,44,50,7141
98782,201,275,7141
98783,112,243,7142
98784,44,50,7142
98785,34,178,7142
98786,45,116,7142
98787,243,273,7142
98788,243,273,7143
98789,201,275,7143
98790,290,317,7143
98791,47,176,7143
98792,104,108,7143
98793,112,243,7143
98794,45,116,7143
98795,290,317,7144
98796,45,116,7144
98797,202,259,7144
98798,290,317,7145
98799,45,116,7145
98800,112,243,7145
98801,73,111,7146
98802,34,178,7146
98803,42,64,7146
98804,136,151,7146
98805,201,275,7146
98806,5,82,7146
98807,5,82,7147
98808,34,178,7147
98809,106,112,7147
98810,299,306,7147
98811,104,201,7148
98812,151,212,7148
98813,44,158,7148
98814,125,161,7148
98815,243,273,7148
98816,5,82,7148
98817,136,151,7149
98818,136,212,7149
98819,243,273,7149
98820,5,82,7149
98821,104,201,7149
98822,42,64,7149
98823,44,158,7150
98824,243,273,7150
98825,112,243,7150
98826,34,178,7150
98827,290,306,7150
98828,5,82,7150
98829,42,64,7151
98830,243,273,7151
98831,136,212,7151
98832,299,306,7151
98833,88,116,7151
98834,176,279,7151
98835,112,243,7151
98836,186,212,7152
98837,290,306,7152
98838,299,306,7152
98839,42,64,7152
98840,73,111,7152
98841,243,273,7153
98842,112,243,7153
98843,45,116,7153
98844,299,306,7153
98845,201,275,7153
98846,290,306,7153
98847,45,88,7153
98848,201,275,7154
98849,290,306,7154
98850,290,317,7154
98851,22,232,7154
98852,88,116,7154
98853,290,317,7155
98854,201,275,7155
98855,299,306,7155
98856,186,219,7155
98857,290,306,7155
98858,34,178,7156
98859,45,88,7156
98860,112,243,7156
98861,243,273,7156
98862,88,116,7156
98863,290,317,7156
98864,299,306,7157
98865,88,116,7157
98866,290,317,7157
98867,136,186,7157
98868,50,158,7157
98869,45,116,7158
98870,112,243,7158
98871,45,116,7159
98872,290,306,7159
98873,201,275,7159
98874,290,317,7159
98875,88,116,7159
98876,45,88,7160
98877,88,116,7160
98878,45,116,7160
98879,45,88,7161
98880,186,212,7161
98881,290,317,7161
98882,88,116,7161
98883,42,64,7162
98884,290,317,7162
98885,299,306,7162
98886,243,273,7163
98887,112,243,7163
98888,299,306,7163
98889,201,275,7163
98890,201,275,7164
98891,243,273,7164
98892,290,317,7164
98893,44,50,7165
98894,45,116,7165
98895,112,243,7165
98896,201,275,7166
98897,243,273,7166
98898,125,161,7166
98899,133,152,7166
98900,104,201,7167
98901,201,275,7167
98902,45,88,7167
98903,45,116,7167
98904,67,236,7167
98905,176,279,7167
98906,17,132,7167
98907,290,317,7168
98908,88,116,7168
98909,136,151,7168
98910,293,302,7168
98911,201,275,7168
98912,104,201,7169
98913,17,132,7169
98914,88,116,7169
98915,50,158,7169
98916,63,66,7169
98917,45,116,7169
98918,290,317,7169
98919,47,283,7170
98920,63,66,7170
98921,19,178,7170
98922,42,64,7170
98923,290,306,7171
98924,47,283,7171
98925,201,275,7171
98926,136,151,7171
98927,42,64,7171
98928,50,158,7171
98929,290,317,7171
98930,63,66,7172
98931,133,152,7172
98932,104,201,7172
98933,106,205,7172
98934,45,116,7172
98935,290,317,7172
98936,45,116,7173
98937,290,306,7173
98938,243,273,7173
98939,299,306,7173
98940,290,317,7174
98941,243,273,7174
98942,299,306,7174
98943,45,116,7174
98944,34,178,7174
98945,42,64,7174
98946,44,50,7174
98947,290,306,7174
98948,290,306,7175
98949,63,66,7175
98950,176,279,7175
98951,104,201,7175
98952,290,306,7176
98953,44,50,7176
98954,136,151,7176
98955,290,317,7176
98956,42,250,7176
98957,22,67,7176
98958,243,273,7176
98959,104,201,7177
98960,290,317,7177
98961,45,116,7177
98962,42,64,7177
98963,299,306,7177
98964,69,232,7178
98965,243,273,7178
98966,50,158,7178
98967,104,201,7178
98968,45,116,7179
98969,104,201,7179
98970,243,273,7179
98971,34,178,7179
98972,117,219,7179
98973,201,275,7179
98974,42,64,7179
98975,69,232,7179
98976,69,232,7180
98977,45,116,7181
98978,243,273,7181
98979,69,232,7181
98980,290,317,7182
98981,42,64,7182
98982,243,273,7182
98983,290,306,7182
98984,42,64,7183
98985,88,116,7183
98986,69,232,7183
98987,293,294,7183
98988,45,88,7183
98989,47,283,7183
98990,243,273,7183
98991,50,158,7183
98992,104,201,7183
98993,63,66,7184
98994,126,128,7184
98995,290,317,7184
98996,34,178,7184
98997,293,294,7184
98998,176,279,7184
98999,45,88,7184
99000,243,273,7184
99001,290,306,7185
99002,290,317,7185
99003,104,201,7185
99004,42,64,7185
99005,293,294,7185
99006,104,201,7186
99007,45,88,7186
99008,88,116,7186
99009,69,232,7186
99010,112,243,7186
99011,290,306,7186
99012,299,306,7186
99013,290,317,7186
99014,42,64,7187
99015,290,317,7187
99016,293,294,7187
99017,290,317,7188
99018,69,232,7188
99019,104,201,7188
99020,50,158,7188
99021,290,306,7189
99022,104,201,7189
99023,45,116,7189
99024,290,317,7189
99025,88,116,7189
99026,22,67,7189
99027,42,64,7190
99028,117,219,7190
99029,50,158,7191
99030,290,317,7191
99031,117,219,7191
99032,69,232,7191
99033,117,219,7192
99034,243,273,7192
99035,44,158,7192
99036,50,158,7192
99037,44,158,7193
99038,293,294,7193
99039,290,317,7193
99040,45,116,7193
99041,50,158,7193
99042,88,116,7193
99043,117,219,7193
99044,42,64,7193
99045,73,111,7194
99046,112,243,7194
99047,290,317,7194
99048,209,255,7194
99049,50,158,7194
99050,44,158,7195
99051,290,317,7195
99052,94,220,7195
99053,69,232,7195
99054,299,306,7196
99055,45,116,7196
99056,112,243,7196
99057,138,186,7196
99058,42,64,7197
99059,50,158,7197
99060,69,232,7197
99061,88,116,7198
99062,34,178,7198
99063,44,158,7198
99064,104,201,7198
99065,44,158,7199
99066,112,243,7199
99067,69,232,7199
99068,45,116,7199
99069,290,317,7199
99070,50,158,7199
99071,45,116,7200
99072,44,50,7200
99073,299,306,7200
99074,104,201,7200
99075,112,243,7200
99076,290,317,7200
99077,42,64,7200
99078,290,317,7201
99079,4,122,7201
99080,209,255,7201
99081,112,243,7201
99082,22,250,7202
99083,45,116,7202
99084,290,306,7202
99085,104,108,7202
99086,290,317,7202
99087,104,201,7203
99088,42,64,7203
99089,290,306,7203
99090,133,186,7203
99091,290,317,7203
99092,69,232,7203
99093,290,317,7204
99094,133,284,7204
99095,290,306,7204
99096,104,201,7204
99097,45,116,7205
99098,45,88,7205
99099,112,243,7205
99100,243,273,7205
99101,290,317,7205
99102,109,132,7205
99103,133,284,7206
99104,133,138,7206
99105,44,158,7206
99106,109,132,7206
99107,290,317,7206
99108,109,132,7207
99109,201,275,7207
99110,47,283,7207
99111,34,178,7207
99112,290,306,7207
99113,133,284,7207
99114,293,294,7207
99115,44,158,7208
99116,34,178,7208
99117,112,243,7208
99118,42,64,7208
99119,293,294,7208
99120,112,243,7209
99121,104,201,7209
99122,34,178,7209
99123,45,116,7209
99124,47,283,7209
99125,22,250,7209
99126,112,243,7210
99127,299,306,7210
99128,82,242,7210
99129,5,82,7210
99130,45,116,7210
99131,50,158,7210
99132,34,178,7210
99133,47,283,7210
99134,104,201,7211
99135,136,151,7211
99136,112,243,7211
99137,74,200,7211
99138,104,275,7211
99139,299,306,7212
99140,243,273,7212
99141,45,116,7212
99142,293,294,7212
99143,45,116,7213
99144,34,178,7213
99145,112,243,7213
99146,299,306,7213
99147,104,201,7213
99148,112,243,7214
99149,5,82,7214
99150,104,201,7214
99151,22,42,7214
99152,22,64,7214
99153,11,87,7214
99154,34,178,7215
99155,104,201,7215
99156,22,64,7215
99157,293,294,7215
99158,11,153,7215
99159,5,82,7215
99160,136,151,7215
99161,44,50,7216
99162,136,151,7216
99163,104,201,7216
99164,176,279,7216
99165,22,250,7216
99166,299,306,7216
99167,201,275,7216
99168,44,158,7216
99169,293,294,7216
99170,44,50,7217
99171,299,306,7217
99172,112,243,7217
99173,42,64,7218
99174,46,101,7218
99175,112,243,7218
99176,11,87,7218
99177,293,294,7218
99178,42,64,7219
99179,112,243,7219
99180,104,201,7219
99181,293,294,7220
99182,34,178,7220
99183,299,306,7220
99184,112,243,7221
99185,299,317,7221
99186,104,201,7221
99187,293,294,7221
99188,11,87,7221
99189,46,50,7221
99190,44,158,7222
99191,293,294,7222
99192,112,243,7222
99193,104,201,7222
99194,4,122,7222
99195,22,42,7223
99196,34,178,7223
99197,299,317,7223
99198,44,46,7223
99199,293,294,7223
99200,69,232,7223
99201,186,212,7223
99202,136,186,7223
99203,4,122,7223
99204,201,275,7223
99205,46,50,7224
99206,22,42,7224
99207,104,201,7224
99208,106,205,7224
99209,69,232,7224
99210,44,158,7224
99211,290,317,7224
99212,46,50,7225
99213,69,232,7225
99214,106,205,7225
99215,42,64,7225
99216,293,294,7225
99217,22,67,7225
99218,22,42,7225
99219,44,46,7225
99220,5,82,7225
99221,293,294,7226
99222,69,232,7226
99223,112,243,7226
99224,22,42,7226
99225,5,82,7226
99226,210,259,7227
99227,46,50,7227
99228,112,243,7227
99229,46,50,7228
99230,5,82,7228
99231,161,270,7228
99232,44,46,7228
99233,100,137,7228
99234,104,108,7228
99235,125,161,7228
99236,243,273,7228
99237,293,294,7228
99238,67,236,7229
99239,19,120,7229
99240,69,232,7229
99241,45,116,7229
99242,294,302,7229
99243,112,243,7229
99244,243,273,7229
99245,34,178,7229
99246,305,314,7229
99247,69,250,7230
99248,293,294,7230
99249,69,232,7230
99250,34,178,7230
99251,42,64,7230
99252,210,259,7230
99253,82,275,7230
99254,108,201,7230
99255,22,42,7231
99256,128,258,7231
99257,4,122,7231
99258,69,250,7231
99259,100,112,7231
99260,136,307,7231
99261,100,137,7231
99262,128,277,7231
99263,69,232,7231
99264,82,242,7232
99265,112,243,7232
99266,243,273,7232
99267,106,137,7232
99268,69,277,7232
99269,136,294,7232
99270,42,277,7232
99271,210,259,7232
99272,136,302,7232
99273,137,258,7232
99274,4,289,7233
99275,136,294,7233
99276,70,112,7233
99277,69,232,7233
99278,232,243,7233
99279,128,258,7233
99280,82,104,7233
99281,69,112,7234
99282,201,250,7234
99283,82,258,7234
99284,34,178,7234
99285,69,232,7234
99286,42,64,7234
99287,22,49,7234
99288,112,232,7234
99289,102,126,7235
99290,112,232,7235
99291,137,232,7235
99292,44,50,7235
99293,299,306,7235
99294,69,232,7235
99295,205,252,7235
99296,5,100,7236
99297,299,306,7236
99298,69,232,7236
99299,69,112,7236
99300,210,259,7236
99301,45,120,7236
99302,22,49,7236
99303,64,67,7236
99304,176,279,7236
99305,45,116,7236
99306,5,112,7236
99307,67,102,7236
99308,45,88,7236
99309,106,258,7237
99310,128,258,7237
99311,106,205,7237
99312,120,162,7237
99313,299,306,7237
99314,45,116,7237
99315,64,252,7237
99316,96,285,7237
99317,88,116,7238
99318,176,279,7238
99319,205,252,7238
99320,210,259,7238
99321,165,222,7238
99322,67,102,7239
99323,165,222,7239
99324,176,279,7239
99325,4,122,7239
99326,96,285,7240
99327,165,222,7240
99328,109,132,7240
99329,299,306,7240
99330,69,232,7240
99331,70,252,7241
99332,300,304,7241
99333,22,49,7241
99334,10,143,7241
99335,47,283,7241
99336,88,116,7241
99337,293,302,7241
99338,69,232,7241
99339,293,302,7242
99340,49,194,7242
99341,50,72,7242
99342,68,109,7242
99343,112,205,7242
99344,88,116,7242
99345,190,263,7242
99346,49,104,7242
99347,39,307,7242
99348,201,250,7242
99349,23,121,7242
99350,109,168,7243
99351,299,306,7243
99352,88,116,7243
99353,45,116,7243
99354,64,104,7243
99355,23,109,7243
99356,58,240,7243
99357,201,250,7243
99358,165,222,7243
99359,109,283,7244
99360,47,109,7244
99361,109,168,7244
99362,10,168,7244
99363,47,173,7244
99364,10,283,7244
99365,68,283,7244
99366,5,108,7244
99367,17,107,7244
99368,201,250,7244
99369,96,285,7245
99370,45,116,7245
99371,69,232,7245
99372,64,104,7245
99373,88,116,7245
99374,50,72,7245
99375,64,78,7246
99376,64,104,7246
99377,201,250,7246
99378,69,232,7246
99379,96,285,7246
99380,158,279,7247
99381,96,285,7247
99382,109,240,7247
99383,210,259,7247
99384,304,323,7247
99385,186,219,7247
99386,34,178,7248
99387,210,259,7249
99388,69,232,7249
99389,25,66,7249
99390,39,307,7249
99391,4,120,7249
99392,23,164,7250
99393,69,232,7250
99394,25,66,7250
99395,102,279,7250
99396,4,120,7250
99397,34,88,7251
99398,88,178,7251
99399,69,232,7251
99400,34,88,7252
99401,96,285,7252
99402,128,258,7252
99403,4,120,7252
99404,45,116,7252
99405,69,232,7252
99406,34,88,7253
99407,64,104,7253
99408,69,232,7253
99409,19,120,7253
99410,201,250,7253
99411,210,259,7253
99412,34,88,7254
99413,120,162,7254
99414,19,120,7254
99415,152,219,7254
99416,25,66,7254
99417,293,302,7254
99418,69,232,7255
99419,23,58,7255
99420,25,66,7255
99421,232,243,7255
99422,19,120,7255
99423,168,283,7255
99424,45,116,7255
99425,47,168,7255
99426,69,232,7256
99427,112,205,7256
99428,120,162,7256
99429,47,168,7256
99430,119,300,7256
99431,63,66,7256
99432,64,104,7256
99433,196,259,7256
99434,69,243,7257
99435,112,205,7257
99436,39,109,7257
99437,69,112,7257
99438,47,168,7257
99439,47,283,7257
99440,69,232,7258
99441,112,205,7258
99442,45,178,7258
99443,39,109,7258
99444,128,258,7258
99445,17,107,7258
99446,39,109,7259
99447,201,250,7259
99448,128,258,7259
99449,168,283,7259
99450,201,250,7260
99451,45,116,7260
99452,34,178,7260
99453,208,276,7260
99454,39,109,7260
99455,210,259,7260
99456,45,116,7261
99457,19,116,7261
99458,45,116,7262
99459,112,205,7262
99460,293,307,7262
99461,293,294,7263
99462,201,250,7263
99463,4,233,7264
99464,19,116,7264
99465,44,50,7264
99466,201,250,7264
99467,17,107,7264
99468,120,162,7264
99469,67,102,7264
99470,201,250,7265
99471,69,232,7265
99472,4,289,7265
99473,67,102,7265
99474,116,122,7265
99475,23,58,7265
99476,19,116,7265
99477,44,50,7266
99478,69,112,7266
99479,39,109,7266
99480,44,50,7267
99481,201,250,7267
99482,50,109,7268
99483,39,109,7268
99484,45,116,7268
99485,69,112,7268
99486,47,168,7268
99487,108,277,7268
99488,50,109,7269
99489,201,250,7269
99490,44,50,7269
99491,69,112,7269
99492,108,277,7269
99493,128,258,7269
99494,45,116,7270
99495,39,109,7270
99496,108,277,7270
99497,69,243,7270
99498,44,50,7270
99499,201,250,7270
99500,4,289,7271
99501,45,116,7271
99502,201,250,7271
99503,69,112,7271
99504,39,109,7271
99505,67,102,7271
99506,120,162,7271
99507,17,119,7272
99508,44,50,7272
99509,108,277,7272
99510,88,120,7272
99511,39,109,7272
99512,201,250,7272
99513,67,102,7273
99514,119,168,7273
99515,45,116,7273
99516,69,112,7273
99517,201,250,7273
99518,186,280,7273
99519,39,109,7273
99520,69,232,7273
99521,69,243,7274
99522,69,232,7274
99523,108,277,7274
99524,69,112,7275
99525,201,250,7275
99526,201,250,7276
99527,45,116,7276
99528,69,112,7276
99529,45,116,7277
99530,69,243,7277
99531,69,112,7277
99532,108,277,7278
99533,45,116,7278
99534,69,243,7279
99535,19,116,7279
99536,45,116,7279
99537,293,307,7280
